filename,PeakAccuracy,TotalAccuracy,Total_pellets,Total_pokes,PokesPerPellet,RetrievalTime,PokeTime,Win-stay,Lose-shift,Lose-stay,daily pellets,Session_type,Mouse_ID,Sex
CNTNAP2_008_242_53_Bandit100_20251117.csv,83.0,68.87417218543047,207,301,1.4541062801932367,0.61,0.19,81.97674418604652,56.25,43.75,210.06417224813268,Bandit100,CNTNAP2_008_242_53,M
CNTNAP2_008_243_81_Bandit100_20251117.csv,74.0,59.475218658892125,204,342,1.6764705882352942,0.79,0.14,79.86111111111111,45.16129032258064,54.83870967741935,211.59183673469386,Bandit100,CNTNAP2_008_243_81,F
CNTNAP2_008_243_82_Bandit100_20251117.csv,75.0,71.14754098360656,217,306,1.4101382488479262,0.67,0.16,86.50306748466258,56.00000000000001,44.0,232.54902447192487,Bandit100,CNTNAP2_008_243_82,F
CNTNAP2_008_244_32_Bandit100_20251117.csv,70.0,58.333333333333336,175,300,1.7142857142857142,0.79,0.13,88.8,44.11764705882353,55.88235294117647,181.1602885145336,Bandit100,CNTNAP2_008_244_32,M
CNTNAP2_008_244_35_Bandit100_20251117.csv,74.44444444444443,66.54929577464789,188,283,1.5053191489361701,0.61,0.2,81.48148148148148,53.333333333333336,46.666666666666664,228.0479289445019,Bandit100,CNTNAP2_008_244_35,M
CNTNAP2_008_245_99_Bandit100_20251117.csv,88.57142857142858,69.26605504587155,150,217,1.4466666666666668,0.67,0.19,85.6,50.0,50.0,157.26512210998334,Bandit100,CNTNAP2_008_245_99,M
CNTNAP2_008_246_28_Bandit100_20251117.csv,83.75,68.93939393939394,181,263,1.4530386740331491,1.0350000000000001,0.14,86.15384615384616,50.0,50.0,197.46835443037975,Bandit100,CNTNAP2_008_246_28,F
CNTNAP2_008_246_29_Bandit100_20251117.csv,72.0,66.76829268292683,218,328,1.5045871559633028,0.36,0.13,86.7816091954023,50.0,50.0,228.26810789943542,Bandit100,CNTNAP2_008_246_29,M
CNTNAP2_008_247_49_Bandit100_20251117.csv,85.55555555555556,71.63636363636363,196,274,1.3979591836734695,0.73,0.16,91.83673469387756,39.130434782608695,60.86956521739131,201.50351016349194,Bandit100,CNTNAP2_008_247_49,M
CNTNAP2_008_247_51_Bandit100_20251117.csv,80.0,83.01886792452831,220,264,1.2,0.55,0.15,92.98245614035088,77.77777777777779,22.22222222222222,230.17122375336032,Bandit100,CNTNAP2_008_247_51,M
CNTNAP2_008_248_45_Bandit100_20251117.csv,55.714285714285715,57.299270072992705,156,276,1.7692307692307692,1.4,0.16,72.89719626168224,44.11764705882353,55.88235294117647,157.65690376569037,Bandit100,CNTNAP2_008_248_45,F
CNTNAP2_008_248_46_Bandit100_20251117.csv,64.28571428571428,62.94820717131474,157,255,1.624203821656051,1.22,0.17,73.7864077669903,63.63636363636363,36.36363636363637,162.3924913457764,Bandit100,CNTNAP2_008_248_46,F
CNTNAP2_008_248_48_Bandit100_20251117.csv,68.88888888888889,63.97306397306397,189,300,1.5873015873015872,0.85,0.12,87.14285714285714,41.66666666666667,58.333333333333336,209.923273657289,Bandit100,CNTNAP2_008_248_48,F
CNTNAP2_008_342_40_Bandit100_20251117.csv,84.00000000000001,74.64788732394366,211,284,1.3459715639810426,0.73,0.14,97.0414201183432,44.44444444444444,55.55555555555556,226.25064848439933,Bandit100,CNTNAP2_008_342_40,M
CNTNAP2_008_352_55_Bandit100_20251117.csv,68.57142857142857,60.85271317829457,156,258,1.6538461538461537,0.49,0.16,76.47058823529412,44.44444444444444,55.55555555555556,165.67492305437491,Bandit100,CNTNAP2_008_352_55,F
CNTNAP2_008_352_58_Bandit100_20251117.csv,75.71428571428571,67.51054852320675,160,236,1.475,0.92,0.12,81.73076923076923,74.07407407407408,25.925925925925924,170.19809659825418,Bandit100,CNTNAP2_008_352_58,F
ChowHFD_177_Bandit100_20250721.csv,77.77777777777779,73.54085603112841,188,258,1.372340425531915,0.66,0.17,91.17647058823529,33.33333333333333,66.66666666666666,192.73877531750153,Bandit100,ChowHFD_177,M
ChowHFD_182_Bandit100_20250721.csv,75.55555555555557,70.93023255813954,183,257,1.4043715846994536,0.66,0.11,92.03539823008849,50.0,50.0,184.51843293771663,Bandit100,ChowHFD_182,M
ChowHFD_183_Bandit100_20250721.csv,77.0,69.09722222222221,199,287,1.4422110552763818,0.66,0.22,84.45945945945947,45.45454545454545,54.54545454545454,212.31646929526676,Bandit100,ChowHFD_183,M
ChowHFD_184_Bandit100_20250721.csv,81.81818181818181,74.92260061919505,241,324,1.3443983402489628,0.66,0.23,93.17073170731707,46.666666666666664,53.333333333333336,251.3167542098874,Bandit100,ChowHFD_184,M
ChowHFD_185_Bandit100_20250721.csv,90.0,73.70370370370371,198,269,1.3585858585858586,0.66,0.16,90.4,60.0,40.0,201.17238232300184,Bandit100,ChowHFD_185,M
ChowHFD_186_Bandit100_20250721.csv,83.75,72.28915662650603,180,248,1.3777777777777778,0.66,0.14,94.20289855072464,44.44444444444444,55.55555555555556,187.7535252076492,Bandit100,ChowHFD_186,M
ChowHFD_187_Bandit100_20250721.csv,79.16666666666667,71.976401179941,243,338,1.3909465020576133,0.66,0.14,94.6078431372549,40.0,60.0,251.32747582885276,Bandit100,ChowHFD_187,M
ChowHFD_189_Bandit100_20250721.csv,67.77777777777779,68.01346801346801,201,296,1.472636815920398,0.66,0.08,89.86486486486487,37.5,62.5,206.84064566593187,Bandit100,ChowHFD_189,M
ChowHFD_190_Bandit100_20250721.csv,81.42857142857143,75.34883720930232,162,216,1.3333333333333333,0.91,0.14,90.4,40.0,60.0,162.28738390900554,Bandit100,ChowHFD_190,M
ChowHFD_670_Bandit100_20250721.csv,88.00000000000001,77.14285714285715,215,280,1.302325581395349,0.66,0.23,92.81437125748504,45.45454545454545,54.54545454545454,221.64370546318293,Bandit100,ChowHFD_670,M
ChowHFD_671_Bandit100_20250721.csv,82.0,74.02135231316726,207,280,1.3526570048309179,0.66,0.11,94.26751592356688,38.46153846153847,61.53846153846154,216.6405477734648,Bandit100,ChowHFD_671,M
ChowHFD_672_Bandit100_20250721.csv,71.11111111111111,69.8961937716263,201,288,1.4328358208955223,0.66,0.11,93.18181818181817,43.47826086956522,56.52173913043478,209.10071166702613,Bandit100,ChowHFD_672,M
ChowHFD_674_Bandit100_20250721.csv,82.5,63.83561643835617,232,364,1.5689655172413792,0.66,0.19,85.79881656804734,51.85185185185185,48.148148148148145,233.13491603937464,Bandit100,ChowHFD_674,M
DNMT3a_002_19_45_Bandit100_20250428.csv,81.11111111111111,77.41935483870968,192,248,1.2916666666666667,0.31,0.12,94.33962264150944,46.666666666666664,53.333333333333336,192.1200750469043,Bandit100,DNMT3A_002_19_45,M
DNMT3a_002_19_47_Bandit100_20250428.csv,73.75,64.94464944649447,175,270,1.542857142857143,0.31,0.17,84.40366972477065,61.904761904761905,38.095238095238095,181.27890896952934,Bandit100,DNMT3A_002_19_47,F
DNMT3a_002_19_49_Bandit100_20250428.csv,80.0,70.64220183486239,153,217,1.4183006535947713,0.88,0.16,85.9375,47.82608695652174,52.17391304347826,154.565331774335,Bandit100,DNMT3A_002_19_49,F
DNMT3a_002_19_53_Bandit100_20250428.csv,90.0,79.57446808510639,186,237,1.2741935483870968,0.75,0.12,96.45390070921985,85.71428571428571,14.285714285714285,188.65509913360268,Bandit100,DNMT3A_002_19_53,F
DNMT3a_002_22_11_Bandit100_20250331.csv,82.5,69.76744186046511,179,260,1.452513966480447,0.5,0.08,88.73239436619718,43.75,56.25,189.3583343479849,Bandit100,DNMT3A_002_22_11,F
DNMT3a_002_22_12_Bandit100_20250331.csv,90.0,66.83417085427136,133,198,1.4887218045112782,0.69,0.07,95.45454545454545,28.57142857142857,71.42857142857143,140.28371218595112,Bandit100,DNMT3A_002_22_12,M
DNMT3a_002_22_9_Bandit100_20250331.csv,76.66666666666669,71.42857142857143,199,280,1.407035175879397,0.63,0.11,96.34146341463415,54.54545454545454,45.45454545454545,213.78201162934556,Bandit100,DNMT3A_002_22_9,F
DNMT3a_002_23_5_Bandit100_20250331.csv,68.33333333333333,62.5,129,207,1.6046511627906976,0.56,0.16,96.0,12.5,87.5,137.4264355018292,Bandit100,DNMT3A_002_23_5,F
DNMT3a_002_24_2_Bandit100_20250331.csv,61.66666666666666,58.70445344129555,144,247,1.7152777777777777,0.56,0.12,82.10526315789474,48.148148148148145,51.85185185185185,159.18273995578255,Bandit100,DNMT3A_002_24_2,F
DNMT3a_002_25_24_Bandit100_20250331.csv,80.0,65.09803921568627,165,254,1.5393939393939393,0.82,0.15,84.49612403100775,53.84615384615385,46.15384615384615,167.36175128650945,Bandit100,DNMT3A_002_25_24,M
DNMT3a_002_25_29_Bandit100_20250331.csv,80.0,68.6192468619247,164,238,1.451219512195122,0.44,0.15,88.88888888888889,36.36363636363637,63.63636363636363,168.6816980548082,Bandit100,DNMT3A_002_25_29,M
DNMT3a_002_26_55_Bandit100_20250428.csv,84.28571428571428,69.12442396313364,149,216,1.4496644295302012,0.63,0.19,87.82608695652175,45.45454545454545,54.54545454545454,150.49817683535778,Bandit100,DNMT3A_002_26_55,F
DNMT3a_002_26_56_Bandit100_20250428.csv,72.22222222222221,54.769230769230774,178,327,1.8370786516853932,0.63,0.12,71.55172413793103,45.94594594594595,54.054054054054056,178.03709106063764,Bandit100,DNMT3A_002_26_56,F
DNMT3a_002_26_59_Bandit100_20250428.csv,92.85714285714286,64.60176991150442,145,225,1.5517241379310345,0.82,0.14,91.96428571428571,54.54545454545454,45.45454545454545,147.65600309021315,Bandit100,DNMT3A_002_26_59,M
DNMT3a_002_27_40_Bandit100_20250428.csv,70.0,58.921161825726145,141,244,1.7304964539007093,0.69,0.1,77.77777777777779,42.5531914893617,57.446808510638306,143.1865925960506,Bandit100,DNMT3A_002_27_40,M
DNMT3a_002_28_31_Bandit100_20250428.csv,78.75,71.12068965517241,165,231,1.4,0.56,0.18,90.15151515151516,70.0,30.0,165.05922263775196,Bandit100,DNMT3A_002_28_31,M
FMR1_007_207_61_Bandit100_20251103.csv,70.0,50.57803468208093,174,348,2.0,0.79,0.1,68.14814814814815,42.30769230769231,57.692307692307686,181.36237690268564,Bandit100,FMR1_007_207_61,F
FMR1_007_210_79_Bandit100_20251103.csv,82.22222222222221,72.20216606498195,200,276,1.38,0.31,0.13,94.64285714285714,55.55555555555556,44.44444444444444,206.51823168764116,Bandit100,FMR1_007_210_79,M
FMR1_007_211_81_Bandit100_20251103.csv,62.857142857142854,60.56910569105691,149,245,1.6442953020134228,1.07,0.22,82.6923076923077,51.61290322580645,48.38709677419355,160.73114090943142,Bandit100,FMR1_007_211_81,F
FMR1_007_211_83_Bandit100_20251103.csv,67.77777777777779,63.366336633663366,191,302,1.581151832460733,1.53,0.16,79.72972972972973,51.11111111111111,48.888888888888886,194.43721649847043,Bandit100,FMR1_007_211_83,F
FMR1_007_213_39_Bandit100_20251103.csv,78.57142857142857,73.0232558139535,157,214,1.3630573248407643,0.44,0.1,93.33333333333333,16.666666666666664,83.33333333333334,167.7607657869351,Bandit100,FMR1_007_213_39,M
FMR1_007_213_40_Bandit100_20251103.csv,67.5,52.743902439024396,173,327,1.8901734104046244,0.61,0.17,77.03703703703704,34.146341463414636,65.85365853658537,175.33783783783784,Bandit100,FMR1_007_213_40,F
FMR1_007_214_94_Bandit100_20251103.csv,75.0,69.23076923076923,180,259,1.4388888888888889,0.24,0.17,91.83673469387756,62.5,37.5,183.7385695045013,Bandit100,FMR1_007_214_94,M
FMR1_007_214_98_Bandit100_20251103.csv,78.8888888888889,64.76510067114094,192,297,1.546875,0.5,0.13,76.38888888888889,56.25,43.75,198.25230944822914,Bandit100,FMR1_007_214_98,M
FMR1_007_218_77_Bandit100_20251103.csv,85.0,68.87966804979253,166,240,1.4457831325301205,0.53,0.1,93.18181818181817,50.0,50.0,166.7061859264942,Bandit100,FMR1_007_218_77,M
FMR1_007_221_47_Bandit100_20251103.csv,77.99999999999999,55.06607929515418,125,228,1.824,0.5,0.135,81.08108108108108,45.45454545454545,54.54545454545454,129.1866028708134,Bandit100,FMR1_007_221_47,M
FMR1_007_221_51_Bandit100_20251103.csv,81.00000000000001,64.50617283950618,208,325,1.5625,0.63,0.1,85.33333333333334,58.06451612903226,41.935483870967744,213.64884051112165,Bandit100,FMR1_007_221_51,M
FMR1_007_307_40_Bandit100_20251103.csv,68.57142857142857,62.68656716417911,168,270,1.6071428571428572,1.28,0.15,85.84070796460178,53.57142857142857,46.42857142857143,168.04667963323146,Bandit100,FMR1_007_307_40,F
MYT1L_001_10_42_Bandit100_20250303.csv,77.77777777777779,65.814696485623,206,313,1.5194174757281553,0.82,0.15,87.41721854304636,51.724137931034484,48.275862068965516,206.67216293733088,Bandit100,MYT1L_001_10_42,F
MYT1L_001_10_44_Bandit100_20250303.csv,71.81818181818181,68.37606837606837,239,352,1.4728033472803348,0.63,0.13,86.53846153846155,44.0,56.00000000000001,239.0110653270985,Bandit100,MYT1L_001_10_44,M
MYT1L_001_12_45_Bandit100_20250303.csv,78.57142857142857,67.98418972332016,171,252,1.4736842105263157,0.69,0.15,86.29032258064517,60.0,40.0,182.90890740581193,Bandit100,MYT1L_001_12_45,M
MYT1L_001_12_48_Bandit100_20250303.csv,67.14285714285715,65.65217391304347,151,229,1.5165562913907285,1.26,0.12,85.71428571428571,64.70588235294117,35.294117647058826,151.18723419049053,Bandit100,MYT1L_001_12_48,F
MYT1L_001_1_1_Bandit100_20250303.csv,70.0,60.367454068241464,229,380,1.6593886462882097,0.63,0.15,81.76100628930818,50.0,50.0,233.0788804071247,Bandit100,MYT1L_001_1_1,F
MYT1L_001_1_3_Bandit100_20250303.csv,81.25,68.75,175,256,1.4628571428571429,0.69,0.09,81.61764705882352,55.55555555555556,44.44444444444444,177.69260432125452,Bandit100,MYT1L_001_1_3,M
MYT1L_001_1_4_Bandit100_20250303.csv,67.77777777777779,68.77076411960132,207,300,1.4492753623188406,0.63,0.095,84.66257668711657,40.0,60.0,223.45665129877432,Bandit100,MYT1L_001_1_4,F
MYT1L_001_2_6_Bandit100_20250303.csv,83.75,73.85892116182573,177,240,1.3559322033898304,0.63,0.09,91.3907284768212,33.33333333333333,66.66666666666666,188.35978835978835,Bandit100,MYT1L_001_2_6,F
MYT1L_001_2_9_Bandit100_20250303.csv,83.75,68.68327402135232,192,284,1.4791666666666667,1.07,0.09,90.64748201438849,50.0,50.0,200.2954848473929,Bandit100,MYT1L_001_2_9,M
MYT1L_001_3_19_Bandit100_20250303.csv,84.44444444444444,62.45733788395904,183,293,1.6010928961748634,0.945,0.15,91.72932330827066,19.230769230769234,80.76923076923077,183.1483841074945,Bandit100,MYT1L_001_3_19,M
MYT1L_001_5_22_Bandit100_20250303.csv,76.25,62.925170068027214,184,293,1.5923913043478262,0.56,0.07,83.73983739837398,36.84210526315789,63.1578947368421,186.14184231978572,Bandit100,MYT1L_001_5_22,M
MYT1L_001_5_23_Bandit100_20250303.csv,66.25,66.78966789667896,181,271,1.4972375690607735,1.1,0.19,86.88524590163934,42.857142857142854,57.14285714285714,181.28745812225404,Bandit100,MYT1L_001_5_23,F
MYT1L_001_5_26_Bandit100_20250303.csv,72.22222222222223,65.01650165016501,196,302,1.5408163265306123,0.75,0.14,84.78260869565217,68.75,31.25,197.87026272959775,Bandit100,MYT1L_001_5_26,M
MYT1L_001_5_27_Bandit100_20250303.csv,72.5,58.59872611464968,183,313,1.710382513661202,1.07,0.16,79.69924812030075,40.0,60.0,184.0255591054313,Bandit100,MYT1L_001_5_27,F
MYT1L_001_7_30_Bandit100_20250303.csv,84.00000000000001,67.44868035190615,229,340,1.48471615720524,0.44,0.13,87.9746835443038,54.83870967741935,45.16129032258064,230.74243515013583,Bandit100,MYT1L_001_7_30,M
MYT1L_001_7_32_Bandit100_20250303.csv,83.63636363636363,66.66666666666666,227,341,1.502202643171806,0.56,0.16,94.08602150537635,30.0,70.0,228.1637286015428,Bandit100,MYT1L_001_7_32,F
MYT1L_001_8_34_Bandit100_20250303.csv,81.81818181818184,61.16751269035533,240,394,1.6416666666666666,0.88,0.13,82.68156424581005,42.857142857142854,57.14285714285714,241.08929233049278,Bandit100,MYT1L_001_8_34,M
MYT1L_001_8_36_Bandit100_20250303.csv,64.44444444444444,57.06371191135734,205,361,1.7609756097560976,1.07,0.16,72.22222222222221,44.89795918367347,55.10204081632652,206.65296596885992,Bandit100,MYT1L_001_8_36,M
MYT1L_001_8_41_Bandit100_20250303.csv,81.11111111111111,73.70370370370371,198,270,1.3636363636363635,1.2,0.1,90.38461538461539,50.0,50.0,199.0921723019917,Bandit100,MYT1L_001_8_41,F
MYT1L_001_9_11_Bandit100_20250303.csv,76.99999999999999,69.48051948051948,213,308,1.4460093896713615,0.82,0.1,84.67153284671532,53.84615384615385,46.15384615384615,224.54367705815918,Bandit100,MYT1L_001_9_11,F
NF1_003_140_12_Bandit100_20250804.csv,64.99999999999999,66.15853658536585,216,327,1.5138888888888888,0.92,0.13,80.58823529411765,34.48275862068966,65.51724137931035,225.14049666170325,Bandit100,NF1_003_140_12,F
NF1_003_140_15_Bandit100_20250804.csv,74.0,66.2379421221865,206,310,1.5048543689320388,0.98,0.12,86.36363636363636,55.55555555555556,44.44444444444444,207.090581185642,Bandit100,NF1_003_140_15,F
NF1_003_140_8_Bandit100_20250804.csv,74.44444444444444,65.5844155844156,202,308,1.5247524752475248,0.79,0.1,89.6774193548387,46.15384615384615,53.84615384615385,202.66381782923236,Bandit100,NF1_003_140_8,F
NF1_003_141_19_Bandit100_20250804.csv,78.75,70.51282051282051,165,237,1.4363636363636363,0.73,0.16,88.39285714285714,63.1578947368421,36.84210526315789,168.59234380728248,Bandit100,NF1_003_141_19,F
NF1_003_141_23_Bandit100_20250804.csv,71.00000000000001,73.37662337662337,225,308,1.3688888888888888,0.66,0.2,91.70984455958549,48.148148148148145,51.85185185185185,229.90898494071658,Bandit100,NF1_003_141_23,M
NF1_003_142_55_Bandit100_20250804.csv,72.0,60.85626911314985,198,326,1.6464646464646464,0.66,0.14,76.82119205298014,56.09756097560976,43.90243902439025,202.15397639091378,Bandit100,NF1_003_142_55,M
NF1_003_144_26_Bandit100_20250804.csv,90.0,75.34883720930232,161,215,1.3354037267080745,0.85,0.1,92.1259842519685,75.0,25.0,174.40843332959514,Bandit100,NF1_003_144_26,M
NF1_003_144_28_Bandit100_20250804.csv,86.00000000000001,73.94366197183099,209,283,1.354066985645933,0.66,0.11,92.51336898395722,20.0,80.0,212.99524564183835,Bandit100,NF1_003_144_28,M
NF1_003_145_34_Bandit100_20250804.csv,93.63636363636363,86.66666666666667,233,269,1.1545064377682404,0.85,0.12,98.0295566502463,71.42857142857143,28.57142857142857,243.13734922372015,Bandit100,NF1_003_145_34,M
NF1_003_146_42_Bandit100_20250804.csv,84.44444444444444,68.65671641791045,184,269,1.4619565217391304,0.72,0.09,86.77685950413223,54.54545454545454,45.45454545454545,189.03210463733652,Bandit100,NF1_003_146_42,F
NF1_003_146_46_Bandit100_20250804.csv,74.0,78.9272030651341,206,260,1.2621359223300972,0.66,0.11,95.23809523809523,33.33333333333333,66.66666666666666,211.97908602598767,Bandit100,NF1_003_146_46,M
NF1_003_146_50_Bandit100_20250804.csv,77.5,62.629757785467135,180,288,1.6,0.66,0.11,88.34355828220859,35.294117647058826,64.70588235294117,191.92930780559647,Bandit100,NF1_003_146_50,M
NF1_003_147_2_Bandit100_20250804.csv,69.0,61.66666666666667,221,362,1.6380090497737556,0.61,0.09,77.9874213836478,47.2972972972973,52.702702702702695,225.46018760138233,Bandit100,NF1_003_147_2,F
SHANK3B_004_115_85_Bandit100_20250818.csv,75.55555555555556,63.022508038585215,195,310,1.5897435897435896,0.79,0.13,80.2547770700637,51.515151515151516,48.484848484848484,198.79089532440398,Bandit100,SHANK3B_004_115_85,F
SHANK3B_004_120_96_Bandit100_20250818.csv,73.33333333333333,58.986175115207374,128,217,1.6953125,0.98,0.11,82.0754716981132,40.0,60.0,129.41093870673313,Bandit100,SHANK3B_004_120_96,M
SHANK3B_004_122_12_Bandit100_20250818.csv,67.5,61.32404181184668,175,286,1.6342857142857143,0.61,0.12,80.76923076923077,33.33333333333333,66.66666666666666,193.68742835307603,Bandit100,SHANK3B_004_122_12,F
SHANK3B_004_122_15_Bandit100_20250818.csv,66.25,59.044368600682596,172,292,1.697674418604651,0.79,0.16,85.24590163934425,31.70731707317073,68.29268292682927,184.11509657075285,Bandit100,SHANK3B_004_122_15,F
SHANK3B_004_126_28_Bandit100_20250818.csv,81.25,67.74193548387096,189,280,1.4814814814814814,0.82,0.13,76.0,62.5,37.5,190.46152769516078,Bandit100,SHANK3B_004_126_28,F
SHANK3B_004_126_31_Bandit100_20250818.csv,82.5,68.42105263157895,168,248,1.4761904761904763,0.67,0.12,83.72093023255815,46.15384615384615,53.84615384615385,169.91644750622572,Bandit100,SHANK3B_004_126_31,M
SHANK3B_004_68_23_Bandit100_20250818.csv,80.0,70.69486404833837,233,331,1.4206008583690988,1.04,0.25,87.82051282051282,65.51724137931035,34.48275862068966,235.6638302832498,Bandit100,SHANK3B_004_68_23,M
SHANK3B_004_69_32_Bandit100_20250818.csv,80.0,60.895522388059696,203,334,1.645320197044335,0.55,0.26,80.95238095238095,27.27272727272727,72.72727272727273,205.13727726632607,Bandit100,SHANK3B_004_69_32,M
SHANK3B_004_69_33_Bandit100_20250818.csv,78.88888888888889,66.30824372759857,185,279,1.508108108108108,0.75,0.15,76.92307692307693,43.333333333333336,56.666666666666664,185.70714874928836,Bandit100,SHANK3B_004_69_33,F
SHANK3B_004_70_4_Bandit100_20250818.csv,68.57142857142857,61.33828996282528,164,268,1.6341463414634145,0.67,0.11,81.53846153846153,45.45454545454545,54.54545454545454,167.27289794194257,Bandit100,SHANK3B_004_70_4,M
SHANK3B_004_71_38_Bandit100_20250818.csv,76.66666666666667,59.154929577464785,125,212,1.696,1.28,0.21,84.94623655913979,52.63157894736842,47.368421052631575,127.09590800303543,Bandit100,SHANK3B_004_71_38,F
SHANK3B_004_72_63_Bandit100_20250818.csv,68.75,57.09342560553633,165,289,1.7515151515151515,0.79,0.16,89.47368421052632,36.0,64.0,171.51725880385482,Bandit100,SHANK3B_004_72_63,M
SHANK3B_004_73_12_Bandit100_20250818.csv,85.0,63.28502415458937,130,206,1.5846153846153845,0.95,0.15,96.15384615384616,20.0,80.0,138.0545221686894,Bandit100,SHANK3B_004_73_12,F
SHANK3B_004_73_16_Bandit100_20250818.csv,78.33333333333333,58.43621399176955,142,243,1.7112676056338028,0.69,0.18,84.78260869565217,58.333333333333336,41.66666666666667,143.95944804280484,Bandit100,SHANK3B_004_73_16,F
SHANK3B_004_75_47_Bandit100_20250818.csv,70.0,63.829787234042556,180,282,1.5666666666666667,0.67,0.22,83.33333333333334,32.25806451612903,67.74193548387096,180.25034770514605,Bandit100,SHANK3B_004_75_47,M
SHANK3B_004_77_56_Bandit100_20250818.csv,72.5,60.0,165,274,1.6606060606060606,0.61,0.18,68.90756302521008,58.333333333333336,41.66666666666667,167.35144272533046,Bandit100,SHANK3B_004_77_56,M
WAC_006_198_77_Bandit100_20251020.csv,92.22222222222221,78.17460317460318,197,251,1.2741116751269035,0.37,0.17,96.93251533742331,60.0,40.0,218.11751137310182,Bandit100,WAC_006_198_77,M
WAC_006_199_93_Bandit100_20251020.csv,76.0,67.21854304635761,202,301,1.49009900990099,0.56,0.21,84.07643312101911,68.42105263157895,31.57894736842105,203.38605686720163,Bandit100,WAC_006_199_93,M
WAC_006_199_95_Bandit100_20251020.csv,80.0,61.23188405797102,169,275,1.6272189349112427,0.88,0.18,80.62015503875969,44.0,56.00000000000001,182.5450999512433,Bandit100,WAC_006_199_95,F
